	ime	leto	obrazlozitev	id
651	Janševa ulica	1923	Anton Janša, roj. 1734 na Breznici na Gorenjskem, umrl 1773 na Dunaju; čebelar in slikar. Kot čebelarski učitelj na Dunaju zaslužen za uvajanje umnega čebelarstva.	610110366;392
652	Kebetova ulica	1952	Lojze Kebe-Štefan, roj. 1908 v Dolenjem Jezeru pri Cerknici, padel 1942 kot politkomisar I. grupe odredov na Jelovici; strojni ključavničar, predvojni revolucionar in komunist, organizator NOB na Gorenjskem, narodni heroj.	610110416;453
653	Kebetova ulica	1952	Lojze Kebe-Štefan, roj. 1908 v Dolenjem Jezeru pri Cerknici, padel 1942 kot politkomisar I. grupe odredov na Jelovici; strojni ključavničar, predvojni revolucionar in komunist, organizator NOB na Gorenjskem, narodni heroj.	610110417;454
654	Kermaunerjeva ulica			610110418;1802
655	Kernova cesta	1968	Jože Kern, roj. 1908 v Stanežičah pri Ljubljani, ustreljen 1944 kot talec v Begunjah; železničar, predvojni revolucionar, od 1941 aktivist OF.	610110419;455
656	Kersnikova ulica	1919	Janko Kersnik, roj. 1852 na Brdu pri Lukovici, umrl 1897 v Ljubljani; pisatelj in politik, pripovednik, družbeno kritični realist (novele, romani, podlistki).	610110420;457
657	Kerševanova ulica	1982	Dušan Kerševan - Iztok, roj. 1923 v Klečah. Po kapitulaciji stare Jugoslavije se je takoj vključil v NOP, 1942 odšel v partizane. Borec II. grupe odredov. Po razformiranju Šiškovega bataljona je vstopil v brigado Ljube Šercarja. Padel v nemški ofenzivi v Loški dolini konec septembra1943.	610110421;1803
658	Keržičeva ulica	1970	Ciril Keržič-Metod Cestnik, roj. 1910 v Ljubljani, padel 1944 kot politkomisar 31. divizije v Rogu na Kočevskem; trgovski pomočnik, predvojni revolucionar in komunist, organizator OF.	610110422;458
659	Kettejeva ulica	1928	Dragotin Kette, roj. 1876 na Premu na Notranjskem, umrl 1899 v Ljubljani; pesnik, eden izmed štirih najodličnejših pesnikov »moderne« na Slovenskem.	610110423;459
660	Šmartinska cesta	1974	Po imenu naselja Šmartno.	610111147;1220
661	NA	NA	NA	NA
662	Štefanova ulica	1991	Jožef Stefan, roj. 1835 pri Sv. Petru pri Celovcu, umrl 1893 na Dunaju; fizik in pesnik, uveljavil se je kot teoretik in eksperimentalni fizik na vseh področjih tedanje fizike	610111154;463
663	Kikljeva ulica	1963	Janez Kikelj, roj. 1922 v Ljubljani, ustreljen 1942 pod Rožnikom v Ljubljani; trgovski pomočnik, aktivist OF.	610110425;466
664	Kladezna ulica	1876	Po vodnjaku v tej ulici. Kladez je star izraz za vodnjak.	610110426;467
665	Klančarjeva ulica			610110427;1804
666	Kleče	1958	Po imenu naselja Kleče.	610110428;468
667	Klemenčičeva ulica	1997	Ignacij Klemenčič, roj. 1853, umrl 1901 v Kamnem potoku pri Trebnjem; profesor eksperimentalnc fizike na univerzi v Innsbrucku, raziskoval predvsem področje elektrike in magnetizma.	610110429;470
668	Klemenčičeva ulica	1997	Ignacij Klemenčič, roj. 1853, umrl 1901 v Kamnem potoku pri Trebnjem; profesor eksperimentalnc fizike na univerzi v Innsbrucku, raziskoval predvsem področje elektrike in magnetizma.	610110429;469
669	Klemenova ulica	1980	Franc Černe-Klemen, 1898-1955. Član KPS, soustanovitelj OF bivše Dobrunjske občine.	610110430;1805
670	Kleparska steza	1876	Po kleparski delavnici na tem kraju.	610110431;471
671	Ključavničarska ulica.	1876	Ljudsko poimenovanje ulice, ki je vodila k delavnicam ključavničarjev na obrežju Ljubljanice. Ime se omenja že v 18. stoletju.	610110432;472
672	Klopčičeva ulica	1977	Alojzij Klopčič-Boltež, roj.1910 v Moravčah pri Domžalah, zajet in ubit 1943 v italijanski ofenzivi na Hruševem pri Ljubljani; zidar, aktivist OF v Ljubljani od 1941.	610110433;473
673	Klunova ulica	1929	Karel Klun, roj. 1841 v Prigorici pri Dolenji vasi pri Ribnici, umrl 1896 v Budimpešti; politik, konservativni deželni in državni poslanec, ki se je uveljavljal predvsem pri razvoju slovenskih železnic.	610110434;474
674	Kmečka pot	1973	Poimenovanje glede na značilnost okolja.	610110435;475
675	Verovškova ulica	1976	Anton Verovšek, roj. 1866, umrl 1914 v Ljubljani; igralec in režiser, eden prvih domačih poklicnih igralcev, ustvaril vrsto kmečkih in malomeščanskih tipov in značajev v duhu romantičnega realizma.	610111363;1444
676	Knafljev prehod	1958	Luka Knafelj, roj. ok. 1621 v Ribnici, umrl 1671 na Dunaju; župnik na Dolenjem Avstrijskem. Premoženje je zapustil za podpore kranjskim študentom na dunajski univerzi (Knafljeve štipendije).	610110436;476
677	Dvoržakova ulica (Dvorakova)	1948	Antonin Dvorak, roj. 1841 Nelahozeves-Kralupy, umrl 1904 v Pragi; češki skladatelj.	610110224;237
678	Tomšičeva ulica	1952	Tone Tomšič-Gašper, roj. 1910 v Trstu, ustreljen 1942 v Ljubljani kot organizacijski sekretar CK KPS; pomemben organizator komunistične partije in ilegalne tehnike KPS, narodni heroj.	610111196;1289
679	Tomšičeva ulica	1952	Tone Tomšič-Gašper, roj. 1910 v Trstu, ustreljen 1942 v Ljubljani kot organizacijski sekretar CK KPS; pomemben organizator komunistične partije in ilegalne tehnike KPS, narodni heroj.	610111196;1291
680	Kneza Koclja ulica	1938	Kocelj, slovenski knez v Spodnji Panoniji s prestolnico ob Blatnem jezeru, v 9. stoletju.	610110437;477
681	Knezov štradon	2010		610110438;480
682	Knezov štradon	2010		610110438;479
683	Knezova ulica	1902	Anton Knez, roj. 1856 v Podgori pri Šentvidu, umrl 1892 v Ljubljani; veletrgovec in posestnik, literarni podpornik, velik del svojega premoženja zapustil Slovenski matici.	610110439;478
684	Gledališka ulica	1948	Oton Župančič, 1876, Vinica ob Kolpi - 1949 Ljubljana. Pesnik.	610111500;1590
685	Turjaška ulica	1928	V spomin na Turjačane (Auersperge), ki so bili povezani z zgodovino mesta in dežele.	610111226;1337
686	Knobleharjeva ulica	1998	Ignacij Knoblehar, roj. 1819 v Škocjanu pri Novem mestu, umrl 1858 v Neaplju (Italija; raziskovalec, misijonar.	610111281;1610
687	Parmova ulica	1977	Viktor Parma, roj.1858 v Trstu, umrl 1924 v Mariboru; skladatelj oper in operet.	610110769;845
688	Kobetova ulica			610110440;1806
689	Koblarjeva ulica	1937	Anton Koblar, roj. 1854 v Železnikih, umrl 1928 v Kranju; zgodovinar in politik.	610110441;482
690	Kocbekova ulica	2000	Kocbek Edvard, roj. 1904 v Vidmu ob Ščavnici, umrl 1981 v Ljubljani; gimnazijski profesor, pesnik, pisatelj, urednik, prevajalec, politik.	610111521;1617
691	Kocbekova ulica	2000	Kocbek Edvard, roj. 1904 v Vidmu ob Ščavnici, umrl 1981 v Ljubljani; gimnazijski profesor, pesnik, pisatelj, urednik, prevajalec, politik.	610111521;2359
692	Kocbekova ulica	2000	Kocbek Edvard, roj. 1904 v Vidmu ob Ščavnici, umrl 1981 v Ljubljani; gimnazijski profesor, pesnik, pisatelj, urednik, prevajalec, politik.	610111521;483
693	Kocbekova ulica	2000	Kocbek Edvard, roj. 1904 v Vidmu ob Ščavnici, umrl 1981 v Ljubljani; gimnazijski profesor, pesnik, pisatelj, urednik, prevajalec, politik.	610111521;484
694	Kocenova ulica	1923	Blaž Kocen, roj. 1821 v Hotunju pri Ponikvi, umrl 1871 na Dunaju; geograf in kartograf, zasnoval nove geografske učbenike in sodi med pionirje moderne geografije.	610110443;485
695	Kocjančičeva ulica	1985		610240001;2030
696	Kocjanova ulica	1970	(Op. pravilno Kocijan) Jože Kocijan, roj. 1919 v Vižmarjah pri Ljubljani, padel 1945 nad Zagorjem ob Savi; študent, aktivist OF, partizanski skladatelj.	610110444;486
697	Kočenska ulica	1938	Po vrhu Kočna v Kamniških Alpah.	610110445;487
698	Gortanova ulica	1986	Vladimir Gortan, roj. 1904 v Beramu, Hrvatska, ustreljen 1929 v Puli; kmet, član ilegalne organizacije TIGR (Trst-Istra-Gorica-Reka). Deloval v sabotažni skupini v akcijah proti fašizmu.	610110286;302
699	Povšetova ulica	1937	Fran Povše, roj. 1845 v Kresniških Poljanah, umrl 1916 v Ljubljani; kmetijski strokovnjak in politik, državni poslanec, predsednik kranjske kmetijske družbe, pisec kmetijskih strokovnih knjig	610110927;992
700	Kodrova ulica	1939	Anton Koder, roj. 1851 v Radomljah pri Domžalah, umrl 1918 v Ljubljani; ljudski pripovednik.	610110446;488
701	Kogejeva ulica	1939	Kajetan Kogej, umrl leta 1935 v Kamniku; kaplan in katehet na Viču.	610110447;490
702	Kogojeva ulica	1968	Rado Kogoj, roj. 1920 v Podmelcu na Tolminskem, ustreljen 1941 v Želimljah pri Ljubljani; dijak, predvojni revolucionar in komunist, prvoborec.	610110448;491
703	Kogovškova ulica	1976	Vinko Kogovšek, roj. 1922 v Dravljah, padel 1943 v Pudobu pri Starem trgu; mizarski pomočnik, od leta 1941 aktivist OF.	610110449;492
704	Kogovškova ulica	1976	Vinko Kogovšek, roj. 1922 v Dravljah, padel 1943 v Pudobu pri Starem trgu; mizarski pomočnik, od leta 1941 aktivist OF.	610110450;494
705	Knobleharjeva ulica	1998	Ignacij Knoblehar, roj. 1819 v Škocjanu pri Novem mestu, umrl 1858 v Neaplju (Italija; raziskovalec, misijonar.	610111281;1378
706	Kolajbova ulica	1939	Po bližnji domačiji.	610110451;495
707	Kolarjeva ulica	1941	Peter Kolar, roj. 1855 v Rankovcih, umrl 1907 v Beltincih; prekmurski pisatelj.	610110452;496
708	Kolesarska pot	1968	Domače ime.	610110453;497
709	Koleševa ulica			610110454;1807
710	Kolezijska ulica	1928	Kolezija je staro ime za okoliš ob Gradaščici, kjer je imel okrog leta 1500 mlin Peter Kolezija.	610110455;499
711	Kopališka ulica	1928	Po kopališču na Gradaščici.	610110462;507
712	Kolinska ulica	2000	Kolinska d.d. je eno najuspešnejših slovenskih podjetij v prehrambeni industriji. Svoj gospodarski razvoj je zgradilo na dolgoletni tradiciji, sodobnih organizacijskih pristopih in zadnjih dosežkih v znanosti.	610111509;1618
713	Puharjeva ulica	1988	Janez Avguštin Puhar, roj. 1814, umrl 1864 v Kranju; izumitelj fotografije na ploščah, slikar in pesnik.	610110968;1040
714	Kolmanova ulica	1957	Franc Kolman, roj. 1898 v Brežicah, zajet in ustreljen 1942 pri Grosupljem kot član rajonskega komiteja KPS; ključavničar, predvojni revolucionar in komunist, organizator OF od 1941 v Ljubljani.	610110456;500
715	Medvedova cesta	1923	Anton Medved, roj. 1869 v Kamniku, umrl 1910 na Turjaku; pesnik in pisatelj.	610110620;680
716	Kolodvorska ulica	1991		610110457;721
717	Kolodvorska ulica	1991		610110457;719
718	Komacova ulica	1976	Zvonimir Komac, roj. 1925 v Ljubljani, padel 1944 v Javorovici pri Šentjerneju; dijak, aktivist OF.	610110458;501
719	Komanova ulica	1971	Po očetu in sinu Koman. Ivan Koman, roj. 1891 v Smledniku pri Ljubljani, ubit 1945 v koncentracijskem taborišču Buchenwald; tesar, predvojni revolucionar, od 1941 aktivist OF. Janko Koman, roj. 1927 v Ljubljani, padel1944 na Paškem Kozjaku;	610110459;502
720	Komanova ulica	1971	Po očetu in sinu Koman. Ivan Koman, roj. 1891 v Smledniku pri Ljubljani, ubit 1945 v koncentracijskem taborišču Buchenwald; tesar, predvojni revolucionar, od 1941 aktivist OF. Janko Koman, roj. 1927 v Ljubljani, padel1944 na Paškem Kozjaku;	610110459;2360
721	Komenskega ulica	1948	Jan Amos Komensky, roj. 1592 v Ug. Brodu-Nivnicah na Moravskem, umrl 1670 v Amsterdamu; praktični pedagog in pedagoški pisatelj svetovnega slovesa.	610110460;506
722	Komenskega ulica	1948	Jan Amos Komensky, roj. 1592 v Ug. Brodu-Nivnicah na Moravskem, umrl 1670 v Amsterdamu; praktični pedagog in pedagoški pisatelj svetovnega slovesa.	610110460;504
723	Kongresni trg	1991		610110461;1319
724	Kongresni trg	1991		610110461;1316
725	Borsetova ulica	1976	Jože Borse, roj. 1909 v Ljubljani, padel 1942 v Rogu pri Kočevju; litograf, predvojni revolucionar in komunist, organizator OF in ilegalnih partijskih tehnik.	610110069;70
726	Švabičeva ulica	1976	Stevan Švabič, roj. 1865 v Božurniji pri Topoli, umrl 1935 v Beogradu; polkovnik, leta 1918 po koncu vojne z enoto srbskih ujetnikov ustavil italijansko vojsko pri zasedanju slovenskega ozemlja.	610111169;1244
727	Švabičeva ulica	1976	Stevan Švabič, roj. 1865 v Božurniji pri Topoli, umrl 1935 v Beogradu; polkovnik, leta 1918 po koncu vojne z enoto srbskih ujetnikov ustavil italijansko vojsko pri zasedanju slovenskega ozemlja.	610111566;2014
728	Kopališka ulica	1928	Po kopališču na Gradaščici.	610110462;508
729	Kopitarjeva ulica	1892	Jeraej Kopitar, roj. 1780 v Repnjah pri Vodicah, umrl1844 na Dunaju; prvi znanstveni slovničar slovenskega jezika, slavist in slovenski preroditelj.	610110463;510
730	Kopna pot	1968	Domače krajevno ime.	610110464;511
731	Koprska ulica	1965	Po mestu Kopru.	610110465;512
732	Korenčanova ulica		Viktor Korenčan-Povh, 1897-1973. !918 koroški borec, predvojni revolucionar in komunist, od 1941 organizator OF v Horjulu. Po vojni družbeno politični delavec, nosilec Partizanske spomenice 1941.	610110466;1808
733	Koreninova ulica	1963	Franc Korenin, roj. 1920 v Ljubljani, padel1945 v Črni gori; ključavničar, od leta 1941 aktivist OF in član borbene grupe.	610110467;513
734	Perčeva ulica	1952	Miro Perc-Maks, roj. 1912 v Ljubljani, padel 1945 na Vogalcih na Primorskem kot načelnik OZNE za Primorsko; student, predvojni revolucionar in komunist, prvoborec, narodni heroj.	610110780;856
735	Koroška ulica	1933	Po deželi Koroški.	610110468;514
736	Korotanska ulica	1938	Korotan je pesniško ime za Karantanijo (današnjo Koroško) nekdanjo srednjeveško slovensko kneževino.	610110469;515
737	Korytkova ulica	1910	Emil Korytko, roj. 1813 v Žežavi pri Zaleszczykih v vzhodni Galiciji, umrl 1839 v Ljubljani; poljski politični interniranec, narodopisec, zbiralec slovenskih ljudskih pesmi.	610110470;516
738	Kosančeva ulica	1963	Anton Kosanc-Kajtimir, 1916 v Kozarjah pri Ljubljani, padel 1943 pri Babni gori kot namestnik komandanta Dolomitskega odreda; zidar, od 1941 aktivist OF.	610110471;517
739	Koseskega ulica	1923	Jovan Vesel-Koseski, roj. 1798 v Spodnjih Kosezah pri Moravčah, umrl 1884 v Trstu; pesnik retoričnega domovinskega zanosa.	610110472;518
740	Koseška cesta	1913	Po naselju Koseze.	610110473;519
741	Kosijeva ulica	1970	Slavko Kosi-Martin, roj. 1926 v Podčetrtku ob Sotli, padel 1945 v Idriji kot oficir KNOJ; vajenec, od 1941 aktivist mladinske OF v Ljubljani.	610110474;520
742	Malgajeva ulica	1923	Franc Malgaj, roj. 1894 v Hruševcu pri Šentjurju, padel1919 pri Guštanju; oficir in borec za slovensko severno mejo 1918-1919.	610110592;644
743	Kosmačeva ulica	1970	Anton Kosmač-Tonček, roj.1923 v Ribnici na Dolenjskem, padel 1942 pri Gornjem gradu; absolvent trgovske šole, od 1941 aktivist mladinske OF v Ljubljani.	610110475;521
744	Kosmačeva ulica	1970	Anton Kosmač-Tonček, roj.1923 v Ribnici na Dolenjskem, padel 1942 pri Gornjem gradu; absolvent trgovske šole, od 1941 aktivist mladinske OF v Ljubljani.	610110476;1809
745	Scopolijeva ulica	1938	Giovanni Antonio Scopoli, roj. 1723 v Cavelese, umrl 1788 v Paviji; zdravnik v Idriji in naravoslovec, objavil knjigo o rastlinstvu na Kranjskem s prvim slovenskim botaničnim izrazjem.	610111045;1136
746	Kosovelova ulica	1952	Srečko Kosovel, roj. 1904 v Sežani, umrl 1926 v Tomaju; pesnik, eden najznačilnejših in najpomembnejših slovenskih lirikov, ekspresionist, konstruktivist in proletarski prosvetni delavec.	610110477;524
747	Divjakova ulica	1984	Viktor Divjak, 1894-1971. Delavec, od 1941 aktivist OF in po aretaciji v koncentracijskem taborišču DacHau.. Po osvoboditvi družbeno politični delavec.	610110200;525
748	Čučkova ulica	1997	Ivan Čuček, roj. 1911 v Račah pri Mariboru, umrl 1992 v Ljubljani; geodet.	610110478;526
749	Čučkova ulica	1941	Marko Anton Kappus, roj. 1657 v Kamni Gorici, umrl 1717 v Mehiki; jezuit misijonar v Mehiki.	610110406;438
750	Koščeva ulica	1968	Stane Kosec, roj. 1913 na Rašici pri Ljubljani, ujet in ubit 1941 v begunjskih zaporih kot komandir Rašiške čete; ključavničar, predvojni revolucionar in komunist, narodni heroj.	610110479;527
751	Koširjeva ulica	1941	Lovrenc Košir, roj. 1804 v Spodnji Luši pri Selcah nad Škofjo Loko, umrl 1879 na Dunaju; finančni uradnik, idejni začetnik poštne znamke (1835) in organizator avstrijske poštne službe.	610110480;528
752	Kotnikova ulica	1910	Karel Kotnik, roj. 1875, umrl 1910 na Verdu pri Vrhniki; veleposestnik in tovarnar. Svoje veliko premoženje zapustil Družbi sv. Cirila in Metoda v narodnoobrambne namene.	610110481;530
753	Kovačeva ulica	1970	Domače krajevno ime.	610110482;531
754	Kovačeva ulica	1970	Domače krajevno ime.	610110482;532
755	Kovačičeva ulica	2010	Lojze Kovačič, roj. 9.novembra 1928 v Baslu (Švica), umrl 1.maja 2004 v Ljubljani; slovenski pisatelj.	610111561;2009
756	Kovaška ulica	1939	Po kovačih ob ulici.	610110483;533
757	Kovinarska ulica	1956	Po kovinski industriji Litostroja.	610110484;534
758	Ulica Ferda Kozaka	1998	Po dosedanji obrazložitvi za Kozakovo ulico.	610110485;535
759	Ulica Ferda Kozaka	1998	Po dosedanji obrazložitvi za Kozakovo ulico.	610110485;1613
760	Kozarška cesta	1963	Po naselju Kozarje.	610110486;536
761	Kozinova ulica	1970	Marjan Kozina, roj. 1907, umrl 1966 v Novem mestu; profesor glasbe, aktivist OF od leta 1941, član kulturniške skupine pri glavnem Štabu NOV in POS, skladatelj partizanskih pesmi in simfonij. Po osvoboditvi upravnik slovenske filharmonije v Ljubljani.	610110487;537
762	Kozlarjeva pot	1968	Po hiši pri Kozlarjevih, ki stoji ob tej poti.	610110488;538
763	Koželjeva ulica	1939	Matija Koželj, roj. 1842 v Vesci pri Vodicah, umrl 1917 v Kamniku; cerkveni slikar. Slikal freske in oltarne slike.	610110489;539
764	Ajdovščina	1991	Ljudsko poimenovanje kraja s preostanki bivališč in grobov predslovenskih prebivalcev - poganov. Omembe tega imena so ohranjene od 17. stoletja naprej.	610110005;882
765	Krakovska ulica	1876	Po nekdaj saraostojnem naselju Krakovo.	610110490;540
766	Krakovski nasip	1876	Po nekdaj samostojnem naselju Krakovo.	610110491;541
767	Matjaževa ulica	1958	Po kralju Matjažu, junaku ljudskih pesmi in pripovedk.	610110613;674
768	Miklošičev park	1991	Park v katerem stoji spomenik dr. Francu Miklošiču.	610110637;660
769	Kraljeva ulica	1984	Po družini Kralj, katere šest članov je bilo sežganih v hiši v kateri je bila partizanska javka.Hišo so zažgali Nemci 9. avgusta 1944. V spomin na žrtve je ta dan praznik krajevne skupnosti.	610110492;1810
770	Kranerjeva ulica	1974	Ludvik Kraner, roj. 1923 v Ljubljani, padel 1943 na Mokrcu; dijak, aktivist mladinske OF od 1941 in član borbene grupe.	610110493;542
771	Kranjčeva ulica	1984	Karanjec Miško - 15.9.1908 Velika Polana v Prekmurju - 8.6.1983 Ljubljana; književnik in novinar, predvojni revolucionar in komunist, urednik Ljubljanske pravice, udeleženec NOB, med organizatorji NOB v Prekmurju. Po osvoboditvi pomembne kulturniške funkcije, član SAZU.	610110494;1811
772	Kraška ulica	1941	Po Krasu, pokrajini na Primorskem.	610110495;544
773	Kraška ulica	1941	Po Krasu, pokrajini na Primorskem.	610110496;545
774	Kratka steza	1912	Domače ime, po kratkem poteku ulice.	610110497;546
